40.86365063,-8.61893411
40.86354337,-8.61905223
40.86336252,-8.61908753
40.86331883,-8.61917957
40.86330507,-8.61922982
40.86332724,-8.61927417
40.86334550,-8.61928912
40.86335670,-8.61929138
40.86336710,-8.61928275
40.86336710,-8.61928275
40.86337735,-8.61929185
40.86337735,-8.61929185
40.86337735,-8.61929185
40.86337735,-8.61929185
40.86337735,-8.61929185
40.86368219,-8.61944954
40.86378879,-8.61945928
40.86391023,-8.61944203
40.86404465,-8.61940604
40.86418665,-8.61936241
40.86433811,-8.61930624
40.86448461,-8.61925634
40.86462899,-8.61920854
40.86477178,-8.61916510
40.86491503,-8.61912418
40.86505897,-8.61908698
40.86520181,-8.61905255
40.86534532,-8.61901462
40.86548482,-8.61898024
40.86562550,-8.61894210
40.86576947,-8.61890385
40.86591664,-8.61886599
40.86606263,-8.61883130
40.86620468,-8.61879920
40.86634526,-8.61876842
40.86648450,-8.61874280
40.86662005,-8.61872822
40.86675581,-8.61872983
40.86688370,-8.61874926
40.86699161,-8.61877829
40.86707911,-8.61880937
40.86714766,-8.61883350
40.86720236,-8.61884544
40.86725247,-8.61883642
40.86730443,-8.61880193
40.86736444,-8.61874580
40.86743554,-8.61870711
40.86751614,-8.61869912
40.86758938,-8.61874032
40.86764504,-8.61882651
40.86768534,-8.61894385
40.86772938,-8.61906905
40.86780185,-8.61918691
40.86789518,-8.61930446
40.86799523,-8.61942772
40.86810871,-8.61955533
40.86823254,-8.61968603
40.86836577,-8.61981353
40.86850234,-8.61993811
40.86864694,-8.62006351
40.86879036,-8.62019303
40.86892947,-8.62032193
40.86906644,-8.62044741
40.86921487,-8.62056015
40.86936931,-8.62065906
40.86952454,-8.62074089
40.86968795,-8.62080524
40.86985980,-8.62086734
40.87003448,-8.62092085
40.87021246,-8.62094428
40.87039472,-8.62093980
40.87057707,-8.62090765
40.87075567,-8.62085499
40.87092774,-8.62078712
40.87108991,-8.62070710
40.87123990,-8.62061235
40.87138005,-8.62051302
40.87151788,-8.62041427
40.87164657,-8.62032388
40.87176956,-8.62024453
40.87188101,-8.62017889
40.87198209,-8.62012267
40.87206814,-8.62007854
40.87214093,-8.62004579
40.87219833,-8.62001939
40.87223768,-8.62000168
40.87225587,-8.61999779
40.87225529,-8.61999978
40.87223809,-8.62001166
40.87221545,-8.62002835
40.87219378,-8.62004676
40.87218281,-8.62006011
40.87218426,-8.62006815
40.87220527,-8.62006530
40.87223987,-8.62005164
40.87228309,-8.62002561
40.87233694,-8.61998755
40.87240372,-8.61994647
40.87248457,-8.61990202
40.87257103,-8.61986149
40.87266256,-8.61982076
40.87276101,-8.61977669
40.87286860,-8.61972660
40.87298878,-8.61967250
40.87312259,-8.61961835
40.87326112,-8.61957418
40.87340961,-8.61954184
40.87357022,-8.61951618
40.87373362,-8.61949896
40.87389611,-8.61950062
40.87406301,-8.61952295
40.87423220,-8.61957226
40.87440161,-8.61964297
40.87456959,-8.61972296
40.87473481,-8.61980887
40.87490089,-8.61989916
40.87506967,-8.61998419
40.87524044,-8.62006213
