41.076500,-7.797356
41.076515,-7.797373
41.076565,-7.797418
41.076655,-7.797492
41.076767,-7.797588
41.07672793,-7.79759347
41.07656451,-7.79745921
41.07640339,-7.79732557
41.07624831,-7.79719112
41.07610550,-7.79704519
41.07597841,-7.79687750
41.07586658,-7.79668926
41.07575976,-7.79649151
41.07565721,-7.79628967
41.07555240,-7.79608878
41.07544830,-7.79589020
41.07534388,-7.79569640
41.07523890,-7.79550689
41.07512887,-7.79533004
41.07500718,-7.79517292
41.07487343,-7.79503864
41.07473099,-7.79492713
41.07457951,-7.79484279
41.07442532,-7.79478067
41.07427026,-7.79473113
41.07411634,-7.79468844
41.07396421,-7.79464610
41.07381195,-7.79460797
41.07366189,-7.79458788
41.07351148,-7.79459485
41.07336417,-7.79462242
41.07321322,-7.79466015
41.07306331,-7.79470179
41.07291029,-7.79474543
41.07275834,-7.79479121
41.07260819,-7.79484433
41.07245986,-7.79491309
41.07231598,-7.79500781
41.07217611,-7.79512212
41.07203465,-7.79524359
41.07189203,-7.79536445
41.07174711,-7.79548658
41.07160292,-7.79560826
41.07145707,-7.79573089
41.07131085,-7.79585181
41.07116221,-7.79596039
41.07100746,-7.79605234
41.07084873,-7.79612180
41.07068346,-7.79616735
41.07051250,-7.79618097
41.07034075,-7.79617134
41.07016975,-7.79613249
41.07000275,-7.79606827
41.06984232,-7.79597579
41.06969207,-7.79586090
41.06955241,-7.79572716
41.06942217,-7.79558933
41.06929427,-7.79546227
41.06916220,-7.79535585
41.06902301,-7.79528727
41.06887633,-7.79524639
41.06872591,-7.79523396
41.06857456,-7.79523518
41.06841944,-7.79524075
41.06826281,-7.79524343
41.06810552,-7.79524596
41.06794968,-7.79524896
41.06779393,-7.79525257
41.06763851,-7.79524992
41.06748649,-7.79523066
41.06733868,-7.79518252
41.06719717,-7.79510546
41.06706010,-7.79501018
41.06692481,-7.79490260
41.06678964,-7.79479098
41.06665274,-7.79468095
41.06651396,-7.79458104
41.06637119,-7.79450082
41.06622438,-7.79445017
41.06607500,-7.79443064
41.06592426,-7.79443696
41.06577922,-7.79445862
41.06564238,-7.79448908
41.06552026,-7.79451841
41.06540884,-7.79454700
41.06531504,-7.79456817
41.06523071,-7.79458148
41.06515932,-7.79458856
41.06510489,-7.79459058
41.06506243,-7.79458718
41.06502964,-7.79458416
41.06500417,-7.79458057
41.06498849,-7.79457820
41.06498228,-7.79457664
41.06497740,-7.79457473
41.06496277,-7.79457288
41.06493641,-7.79456726
41.06489688,-7.79455683
41.06485685,-7.79454167
41.06480949,-7.79452092
41.06475437,-7.79449178
41.06468987,-7.79444986
41.06461791,-7.79439707
41.06454989,-7.79433826
41.06448684,-7.79427106
41.06442469,-7.79419457
41.06436440,-7.79410131
41.06431006,-7.79399322
41.06426201,-7.79387201
41.06421812,-7.79373722
41.06417199,-7.79359364
41.06412563,-7.79345095
41.06407844,-7.79331629
41.06403288,-7.79318366
41.06398996,-7.79304957
41.06394796,-7.79292024
41.06390743,-7.79279732
41.06387089,-7.79268451
41.06383845,-7.79258625
41.06381093,-7.79250475
41.06378654,-7.79243039
41.06376041,-7.79235274
41.06373278,-7.79226637
41.06370294,-7.79217375
41.06367074,-7.79207919
41.06363736,-7.79197923
41.06360023,-7.79186706
41.06355738,-7.79174146
41.06350656,-7.79161309
41.06344691,-7.79148668
41.06337638,-7.79135984
41.06329702,-7.79123461
41.06321202,-7.79109947
41.06312336,-7.79095745
41.06303382,-7.79081232
41.06294271,-7.79066545
41.06285181,-7.79051536
41.06275880,-7.79036727
41.06266463,-7.79021788
41.06256869,-7.79006834
41.06246868,-7.78991651
41.06236022,-7.78976972
41.06224634,-7.78962976
41.06212657,-7.78949173
41.06200361,-7.78935992
41.06187319,-7.78923360
41.06173779,-7.78911567
41.06159559,-7.78900081
41.06144745,-7.78889515
41.06129438,-7.78879726
41.06113596,-7.78870715
41.06097390,-7.78862880
41.06080670,-7.78856142
41.06063725,-7.78850532
41.06046779,-7.78845689
41.06029762,-7.78841137
41.06012689,-7.78836887
41.05995499,-7.78832528
41.05978522,-7.78828142
41.05961376,-7.78823758
41.05944334,-7.78819489
41.05927382,-7.78815420
41.05910349,-7.78811383
41.05893679,-7.78807455
41.05877055,-7.78803275
41.05860281,-7.78798956
41.05843270,-7.78794830
41.05825876,-7.78790630
41.05808645,-7.78786490
41.05791344,-7.78782544
41.05774301,-7.78778671
41.05757083,-7.78774500
41.05739654,-7.78770424
41.05722101,-7.78766268
41.05704410,-7.78761824
41.05686669,-7.78757256
41.05668706,-7.78752881
41.05650651,-7.78748432
41.05632731,-7.78743989
41.05614626,-7.78739578
41.05596537,-7.78735147
41.05578345,-7.78730833
41.05560382,-7.78726624
41.05542446,-7.78722073
41.05524829,-7.78717510
