type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-12-09 07:23:54,40.96659167,-8.61367833,1.20,98.900,,0.000,,26,45,,
T,2022-12-09 07:23:55,40.96659167,-8.61367833,1.30,98.900,,0.000,,26,45,,
T,2022-12-09 07:23:56,40.96663500,-8.61366667,1.40,98.600,,3.550,6,26,45,,
T,2022-12-09 07:23:57,40.96667500,-8.61366167,1.50,98.500,,4.695,3,25,45,,
T,2022-12-09 07:23:58,40.96672000,-8.61366500,1.60,98.600,,5.199,352,25,45,,
T,2022-12-09 07:23:59,40.96676167,-8.61368500,1.70,98.600,,4.932,327,25,45,,
T,2022-12-09 07:24:00,40.96678833,-8.61372833,1.70,98.400,,4.797,302,25,45,,
T,2022-12-09 07:24:01,40.96679667,-8.61378333,1.80,98.700,,4.679,278,27,45,,
T,2022-12-09 07:24:02,40.96677333,-8.61385833,1.90,98.000,,6.064,251,27,45,,
T,2022-12-09 07:24:03,40.96673500,-8.61394333,1.80,97.400,,7.570,240,27,45,,
T,2022-12-09 07:24:04,40.96669333,-8.61403833,1.80,97.200,,8.889,245,27,45,,
T,2022-12-09 07:24:05,40.96665333,-8.61415333,1.80,96.600,,10.056,250,27,45,,
T,2022-12-09 07:24:06,40.96662000,-8.61429000,1.80,95.900,,11.699,253,27,45,,
T,2022-12-09 07:24:07,40.96658667,-8.61444333,1.80,95.200,,12.823,254,27,45,,
T,2022-12-09 07:24:08,40.96655333,-8.61460333,1.80,94.900,,13.107,254,27,45,,
T,2022-12-09 07:24:09,40.96652167,-8.61475667,1.70,93.900,,13.765,254,28,45,,
T,2022-12-09 07:24:10,40.96648333,-8.61492667,1.70,93.400,,14.659,254,28,45,,
T,2022-12-09 07:24:11,40.96644333,-8.61510000,1.80,92.900,,14.875,253,29,45,,
T,2022-12-09 07:24:12,40.96640333,-8.61527500,1.80,91.700,,15.108,254,23,45,,
T,2022-12-09 07:24:13,40.96635833,-8.61546000,1.80,91.200,,15.507,254,23,45,,
T,2022-12-09 07:24:14,40.96631500,-8.61565000,1.80,90.900,,16.151,255,21,45,,
T,2022-12-09 07:24:15,40.96626833,-8.61584333,1.80,90.300,,16.663,254,20,45,,
T,2022-12-09 07:24:16,40.96621667,-8.61604167,1.80,89.400,,17.028,254,20,45,,
T,2022-12-09 07:24:17,40.96616500,-8.61623833,1.80,88.200,,17.210,253,23,45,,
T,2022-12-09 07:24:18,40.96611167,-8.61643833,1.80,86.900,,17.632,253,23,45,,
T,2022-12-09 07:24:19,40.96606500,-8.61664500,1.80,85.400,,17.764,254,24,45,,
T,2022-12-09 07:24:20,40.96601667,-8.61685167,1.70,84.400,,17.902,253,24,45,,
T,2022-12-09 07:24:21,40.96597167,-8.61706833,1.70,84.000,,18.404,253,24,45,,
T,2022-12-09 07:24:22,40.96592667,-8.61728833,1.70,83.900,,18.288,254,23,45,,
T,2022-12-09 07:24:23,40.96588500,-8.61749500,1.70,83.100,,17.527,254,24,45,,
T,2022-12-09 07:24:24,40.96584500,-8.61770000,1.70,82.700,,17.513,253,24,45,,
T,2022-12-09 07:24:25,40.96580167,-8.61790167,1.70,82.200,,17.664,253,24,45,,
T,2022-12-09 07:24:26,40.96576000,-8.61809500,1.70,81.100,,17.442,253,24,45,,
T,2022-12-09 07:24:27,40.96572000,-8.61827833,1.70,80.100,,15.934,253,24,45,,
T,2022-12-09 07:24:28,40.96568000,-8.61846167,1.70,79.000,,15.901,254,25,45,,
T,2022-12-09 07:24:29,40.96563667,-8.61864500,1.70,77.900,,15.992,251,25,45,,
T,2022-12-09 07:24:30,40.96558667,-8.61882333,1.70,76.500,,16.130,249,26,45,,
T,2022-12-09 07:24:31,40.96553167,-8.61900000,1.70,75.600,,16.130,247,26,45,,
T,2022-12-09 07:24:32,40.96547333,-8.61917500,1.70,74.900,,15.919,246,26,45,,
T,2022-12-09 07:24:33,40.96541500,-8.61934667,1.70,73.800,,16.062,245,26,45,,
T,2022-12-09 07:24:34,40.96536000,-8.61951000,1.70,72.500,,16.006,245,24,45,,
T,2022-12-09 07:24:35,40.96530333,-8.61966000,1.70,70.900,,14.052,244,24,45,,
T,2022-12-09 07:24:36,40.96525333,-8.61980833,1.70,69.500,,13.673,245,24,45,,
T,2022-12-09 07:24:37,40.96520167,-8.61995333,1.70,68.300,,13.689,246,25,45,,
T,2022-12-09 07:24:38,40.96514833,-8.62009833,1.70,66.900,,13.652,244,26,45,,
T,2022-12-09 07:24:39,40.96509333,-8.62024167,1.70,65.500,,13.453,244,26,45,,
T,2022-12-09 07:24:40,40.96504500,-8.62039000,1.70,64.600,,13.192,245,26,45,,
T,2022-12-09 07:24:41,40.96499833,-8.62053167,1.70,63.400,,13.172,246,26,45,,
T,2022-12-09 07:24:42,40.96495167,-8.62067333,1.70,62.200,,12.968,246,26,44,,
T,2022-12-09 07:24:43,40.96490667,-8.62081333,1.70,61.100,,12.654,247,26,44,,
T,2022-12-09 07:24:44,40.96486333,-8.62094333,1.80,60.000,,11.819,244,24,44,,
T,2022-12-09 07:24:45,40.96481833,-8.62106500,1.80,58.800,,10.940,244,24,44,,
T,2022-12-09 07:24:46,40.96477667,-8.62117500,1.80,57.900,,10.107,243,24,44,,
T,2022-12-09 07:24:47,40.96473833,-8.62127500,1.90,57.100,,8.814,243,23,44,,
T,2022-12-09 07:24:48,40.96470833,-8.62135500,1.90,56.500,,7.070,244,23,44,,
T,2022-12-09 07:24:49,40.96468833,-8.62141667,1.90,55.800,,4.913,241,21,44,,
T,2022-12-09 07:24:50,40.96467667,-8.62144833,1.90,55.900,,2.788,240,21,44,,
T,2022-12-09 07:24:51,40.96466667,-8.62147333,1.90,55.600,,2.667,247,21,44,,
T,2022-12-09 07:24:52,40.96465500,-8.62150333,1.80,55.700,,3.406,249,23,44,,
T,2022-12-09 07:24:53,40.96464500,-8.62154667,1.80,55.800,,4.464,252,23,44,,
T,2022-12-09 07:24:54,40.96463000,-8.62160167,1.80,55.900,,5.001,248,24,44,,
T,2022-12-09 07:24:55,40.96461333,-8.62165667,1.90,55.700,,4.993,246,24,44,,
T,2022-12-09 07:24:56,40.96459500,-8.62169833,1.90,55.200,,4.214,241,25,44,,
T,2022-12-09 07:24:57,40.96458000,-8.62173000,1.90,53.900,,3.281,242,25,44,,
T,2022-12-09 07:24:58,40.96456833,-8.62175833,1.90,53.300,,2.141,242,26,44,,
T,2022-12-09 07:24:59,40.96456000,-8.62178333,1.90,53.300,,2.236,244,26,44,,
T,2022-12-09 07:25:00,40.96454667,-8.62182000,1.90,53.100,,3.405,247,27,44,,
T,2022-12-09 07:25:01,40.96453500,-8.62185833,1.90,51.700,,4.479,244,27,44,,
T,2022-12-09 07:25:02,40.96451000,-8.62191500,2.00,51.000,,5.534,239,26,44,,
T,2022-12-09 07:25:03,40.96447500,-8.62199500,2.10,50.500,,7.241,239,26,44,,
T,2022-12-09 07:25:04,40.96444000,-8.62210000,2.10,50.200,,8.809,243,27,44,,
T,2022-12-09 07:25:05,40.96439500,-8.62220667,2.20,50.200,,9.528,241,27,44,,
T,2022-12-09 07:25:06,40.96434667,-8.62232500,2.20,50.100,,10.144,241,27,44,,
T,2022-12-09 07:25:07,40.96430000,-8.62245333,2.20,49.400,,11.465,242,27,44,,
T,2022-12-09 07:25:08,40.96424667,-8.62259667,2.10,48.600,,12.265,244,26,44,,
T,2022-12-09 07:25:09,40.96419167,-8.62274833,2.10,48.200,,13.277,246,25,44,,
T,2022-12-09 07:25:10,40.96413000,-8.62292667,1.90,48.300,,13.572,245,26,44,,
T,2022-12-09 07:25:11,40.96406833,-8.62309667,1.80,48.900,,13.957,245,25,44,,
T,2022-12-09 07:25:12,40.96400500,-8.62326667,1.80,49.200,,14.688,244,25,44,,
T,2022-12-09 07:25:13,40.96394167,-8.62343333,1.70,49.500,,14.713,244,26,44,,
T,2022-12-09 07:25:14,40.96388167,-8.62359167,1.70,49.700,,14.000,243,27,44,,
T,2022-12-09 07:25:15,40.96382333,-8.62373833,1.70,49.700,,12.763,244,27,44,,
T,2022-12-09 07:25:16,40.96377167,-8.62387000,1.80,49.100,,12.160,242,28,44,,
T,2022-12-09 07:25:17,40.96372333,-8.62399833,1.80,48.200,,12.804,245,27,44,,
T,2022-12-09 07:25:18,40.96367333,-8.62413833,1.80,47.300,,13.153,244,27,44,,
T,2022-12-09 07:25:19,40.96362167,-8.62427500,1.70,46.100,,13.599,243,27,44,,
T,2022-12-09 07:25:20,40.96356833,-8.62441833,1.70,45.000,,13.862,244,27,44,,
T,2022-12-09 07:25:21,40.96352000,-8.62456833,1.70,44.000,,13.855,245,27,44,,
T,2022-12-09 07:25:22,40.96347000,-8.62472167,1.60,43.300,,14.163,245,27,44,,
T,2022-12-09 07:25:23,40.96341833,-8.62487333,1.60,42.400,,14.221,245,31,44,,
T,2022-12-09 07:25:24,40.96336500,-8.62502167,1.60,41.600,,14.041,244,31,44,,
T,2022-12-09 07:25:25,40.96331000,-8.62517333,1.60,40.800,,14.024,245,29,44,,
T,2022-12-09 07:25:26,40.96325667,-8.62532333,1.60,40.000,,13.832,245,28,44,,
T,2022-12-09 07:25:27,40.96320167,-8.62547333,1.60,39.600,,13.682,244,28,44,,
T,2022-12-09 07:25:28,40.96314667,-8.62561500,1.60,38.700,,13.742,244,29,44,,
T,2022-12-09 07:25:29,40.96309500,-8.62576833,1.60,38.100,,13.647,244,28,44,,
T,2022-12-09 07:25:30,40.96304333,-8.62592000,1.60,37.400,,13.548,244,29,44,,
T,2022-12-09 07:25:31,40.96299167,-8.62606333,1.60,36.800,,12.754,244,29,44,,
T,2022-12-09 07:25:32,40.96294167,-8.62620333,1.60,36.000,,12.733,243,30,44,,
T,2022-12-09 07:25:33,40.96289167,-8.62634000,1.60,35.200,,12.545,245,30,44,,
T,2022-12-09 07:25:34,40.96284500,-8.62647333,1.60,34.400,,12.553,245,30,44,,
T,2022-12-09 07:25:35,40.96279667,-8.62660500,1.60,33.200,,12.642,244,30,44,,
T,2022-12-09 07:25:36,40.96274833,-8.62673500,1.60,31.800,,12.273,244,30,44,,
T,2022-12-09 07:25:37,40.96270000,-8.62685833,1.60,30.600,,11.547,244,31,44,,
T,2022-12-09 07:25:38,40.96265667,-8.62697500,1.60,29.600,,10.753,244,30,44,,
T,2022-12-09 07:25:39,40.96261167,-8.62709167,1.60,29.200,,10.613,243,30,44,,
T,2022-12-09 07:25:40,40.96257000,-8.62720500,1.60,28.800,,10.337,245,30,44,,
T,2022-12-09 07:25:41,40.96253167,-8.62731333,1.60,28.200,,9.560,244,30,44,,
T,2022-12-09 07:25:42,40.96249500,-8.62741333,1.60,28.000,,8.394,244,30,44,,
T,2022-12-09 07:25:43,40.96246500,-8.62749333,1.60,27.900,,6.650,243,30,43,,
T,2022-12-09 07:25:44,40.96244333,-8.62754833,1.60,27.700,,4.384,240,30,43,,
T,2022-12-09 07:25:45,40.96243000,-8.62758167,1.70,27.500,,2.695,237,30,43,,
T,2022-12-09 07:25:46,40.96242000,-8.62760500,1.70,27.500,,1.814,238,30,43,,
T,2022-12-09 07:25:47,40.96241667,-8.62761833,1.70,27.600,,0.000,,31,43,,
T,2022-12-09 07:25:48,40.96241667,-8.62762167,1.70,27.400,,0.000,,30,43,,
T,2022-12-09 07:25:49,40.96241667,-8.62762000,1.70,27.700,,0.000,,30,43,,
T,2022-12-09 07:25:50,40.96241667,-8.62762000,1.70,27.700,,0.000,,30,43,,
T,2022-12-09 07:25:51,40.96241667,-8.62762000,1.70,27.700,,0.000,,29,43,,
T,2022-12-09 07:25:52,40.96241667,-8.62762000,1.70,27.700,,0.000,,29,43,,
T,2022-12-09 07:25:53,40.96241667,-8.62762000,1.10,27.700,,0.000,,30,43,,
T,2022-12-09 07:25:54,40.96241667,-8.62762000,1.00,27.700,,0.000,,30,43,,
T,2022-12-09 07:25:55,40.96241667,-8.62762000,1.00,27.700,,0.000,,30,43,,
T,2022-12-09 07:25:56,40.96241667,-8.62762000,1.00,27.700,,0.000,,30,43,,
T,2022-12-09 07:25:57,40.96241667,-8.62762000,1.00,27.700,,0.000,,29,43,,
T,2022-12-09 07:25:58,40.96241667,-8.62762000,1.00,27.700,,0.000,,29,43,,
T,2022-12-09 07:25:59,40.96241667,-8.62762000,1.00,27.700,,0.000,,29,43,,
T,2022-12-09 07:26:00,40.96241667,-8.62762000,1.00,27.700,,0.000,,28,43,,
T,2022-12-09 07:26:01,40.96241667,-8.62762000,1.00,27.700,,0.000,,28,43,,
T,2022-12-09 07:26:02,40.96241667,-8.62762000,1.00,27.700,,0.000,,28,43,,
T,2022-12-09 07:26:03,40.96241667,-8.62762000,1.00,27.700,,0.000,,28,43,,
T,2022-12-09 07:26:04,40.96241667,-8.62762000,1.10,27.700,,0.000,,28,43,,
T,2022-12-09 07:26:05,40.96241667,-8.62762000,1.30,27.700,,0.000,,26,43,,
T,2022-12-09 07:26:06,40.96240167,-8.62764833,1.40,27.800,,1.203,261,26,43,,
T,2022-12-09 07:26:07,40.96239667,-8.62766167,1.60,27.700,,1.230,259,27,43,,
T,2022-12-09 07:26:08,40.96238500,-8.62769000,1.80,27.400,,2.052,247,27,43,,
T,2022-12-09 07:26:09,40.96237000,-8.62773667,1.90,26.900,,2.644,248,28,43,,
T,2022-12-09 07:26:10,40.96234833,-8.62779667,1.90,26.200,,3.981,240,28,43,,
T,2022-12-09 07:26:11,40.96232333,-8.62786167,1.90,25.800,,4.908,245,27,43,,
T,2022-12-09 07:26:12,40.96230333,-8.62792333,2.00,25.100,,5.047,248,23,43,,
T,2022-12-09 07:26:13,40.96228167,-8.62797833,2.00,24.100,,5.416,247,23,43,,
T,2022-12-09 07:26:14,40.96225833,-8.62804000,1.90,23.200,,5.232,250,24,43,,
T,2022-12-09 07:26:15,40.96223333,-8.62811000,2.00,22.300,,5.756,249,25,43,,
T,2022-12-09 07:26:16,40.96220667,-8.62818667,2.00,21.600,,6.463,249,25,43,,
T,2022-12-09 07:26:17,40.96217667,-8.62827333,1.90,21.100,,7.476,247,25,43,,
T,2022-12-09 07:26:18,40.96214667,-8.62836667,1.90,20.700,,8.159,247,26,43,,
T,2022-12-09 07:26:19,40.96211500,-8.62846667,1.90,20.100,,8.524,248,25,43,,
T,2022-12-09 07:26:20,40.96208500,-8.62857333,1.90,19.500,,9.165,251,26,43,,
T,2022-12-09 07:26:21,40.96205167,-8.62868167,1.90,19.300,,9.163,248,25,43,,
T,2022-12-09 07:26:22,40.96201500,-8.62879333,1.90,18.900,,9.646,249,25,43,,
T,2022-12-09 07:26:23,40.96198000,-8.62890833,1.90,18.600,,9.662,251,24,43,,
T,2022-12-09 07:26:24,40.96195333,-8.62902333,1.90,18.100,,9.851,254,25,43,,
T,2022-12-09 07:26:25,40.96193000,-8.62914667,1.90,17.900,,10.453,256,25,43,,
T,2022-12-09 07:26:26,40.96191000,-8.62926833,2.00,17.600,,9.968,260,25,43,,
T,2022-12-09 07:26:27,40.96189667,-8.62939167,2.00,17.100,,10.156,265,25,43,,
T,2022-12-09 07:26:28,40.96188500,-8.62951500,2.00,17.400,,10.726,266,24,43,,
T,2022-12-09 07:26:29,40.96188667,-8.62963500,2.00,17.300,,10.870,274,25,43,,
T,2022-12-09 07:26:30,40.96189667,-8.62975667,2.00,17.500,,10.853,278,21,43,,
T,2022-12-09 07:26:31,40.96191500,-8.62988500,2.00,17.500,,11.703,282,21,43,,
T,2022-12-09 07:26:32,40.96193500,-8.63001833,2.00,17.400,,12.105,280,23,43,,
T,2022-12-09 07:26:33,40.96196000,-8.63015667,2.00,17.400,,12.457,282,21,43,,
T,2022-12-09 07:26:34,40.96198333,-8.63029667,2.00,17.500,,12.694,281,21,43,,
T,2022-12-09 07:26:35,40.96201167,-8.63044333,2.00,17.100,,12.729,284,23,43,,
T,2022-12-09 07:26:36,40.96204000,-8.63058333,1.90,17.200,,12.739,283,23,43,,
T,2022-12-09 07:26:37,40.96206333,-8.63072833,1.90,17.400,,12.829,282,23,43,,
T,2022-12-09 07:26:38,40.96208833,-8.63087333,1.90,17.400,,12.740,282,23,43,,
T,2022-12-09 07:26:39,40.96211167,-8.63101833,1.90,17.400,,12.702,282,23,43,,
T,2022-12-09 07:26:40,40.96213500,-8.63116833,1.90,17.300,,12.828,282,24,43,,
T,2022-12-09 07:26:41,40.96215833,-8.63131500,1.80,16.800,,12.849,281,24,43,,
T,2022-12-09 07:26:42,40.96218167,-8.63146833,1.80,16.900,,13.088,282,24,43,,
T,2022-12-09 07:26:43,40.96220333,-8.63161500,1.80,15.400,,12.842,282,25,43,,
T,2022-12-09 07:26:44,40.96222500,-8.63176000,1.80,15.300,,12.580,283,25,43,,
T,2022-12-09 07:26:45,40.96225167,-8.63190667,1.70,15.600,,12.565,282,25,43,,
T,2022-12-09 07:26:46,40.96227667,-8.63205000,1.70,15.300,,12.451,283,25,43,,
T,2022-12-09 07:26:47,40.96230167,-8.63219000,1.70,14.600,,12.102,282,25,43,,
T,2022-12-09 07:26:48,40.96232667,-8.63233000,1.70,14.800,,12.076,282,26,43,,
T,2022-12-09 07:26:49,40.96234833,-8.63246500,1.70,14.900,,11.742,282,26,43,,
T,2022-12-09 07:26:50,40.96237000,-8.63259667,1.70,14.400,,11.375,282,27,43,,
T,2022-12-09 07:26:51,40.96239000,-8.63272667,1.70,14.000,,10.874,282,24,43,,
T,2022-12-09 07:26:52,40.96240667,-8.63285000,1.70,13.600,,10.385,282,26,43,,
T,2022-12-09 07:26:53,40.96242667,-8.63296833,1.70,12.900,,10.240,283,26,43,,
T,2022-12-09 07:26:54,40.96244500,-8.63309167,1.70,12.700,,10.390,282,26,43,,
T,2022-12-09 07:26:55,40.96246167,-8.63321333,1.80,12.600,,10.671,281,25,43,,
T,2022-12-09 07:26:56,40.96247500,-8.63333833,1.80,12.500,,10.771,281,24,43,,
T,2022-12-09 07:26:57,40.96249500,-8.63346500,1.70,12.500,,10.760,281,24,43,,
T,2022-12-09 07:26:58,40.96251500,-8.63359167,1.70,12.600,,10.792,281,25,43,,
T,2022-12-09 07:26:59,40.96253500,-8.63372000,1.70,12.700,,10.768,283,25,43,,
T,2022-12-09 07:27:00,40.96255667,-8.63384500,1.70,12.900,,10.754,284,25,43,,
T,2022-12-09 07:27:01,40.96257500,-8.63396333,1.70,12.500,,10.085,282,26,43,,
T,2022-12-09 07:27:02,40.96259333,-8.63407667,1.80,11.800,,9.721,282,25,43,,
T,2022-12-09 07:27:03,40.96261333,-8.63418667,1.70,11.500,,9.480,283,26,43,,
T,2022-12-09 07:27:04,40.96263167,-8.63429667,1.70,11.200,,9.393,283,26,43,,
T,2022-12-09 07:27:05,40.96264833,-8.63440000,1.70,10.600,,8.901,282,24,43,,
T,2022-12-09 07:27:06,40.96266500,-8.63449667,1.70,10.300,,8.185,283,23,43,,
T,2022-12-09 07:27:07,40.96268000,-8.63458667,1.70,10.100,,7.268,284,23,43,,
T,2022-12-09 07:27:08,40.96269500,-8.63466667,1.70,10.300,,6.526,284,23,43,,
T,2022-12-09 07:27:09,40.96270667,-8.63473500,1.70,10.700,,5.652,282,23,43,,
T,2022-12-09 07:27:10,40.96271833,-8.63479833,1.70,11.000,,5.205,281,23,43,,
T,2022-12-09 07:27:11,40.96272667,-8.63485500,1.70,10.400,,4.303,282,23,43,,
T,2022-12-09 07:27:12,40.96273500,-8.63489833,1.70,10.000,,3.617,285,23,43,,
T,2022-12-09 07:27:13,40.96274333,-8.63493833,1.70,9.600,,3.644,285,22,43,,
T,2022-12-09 07:27:14,40.96275167,-8.63497833,1.70,9.300,,3.763,283,22,43,,
T,2022-12-09 07:27:15,40.96275667,-8.63502167,1.70,9.000,,3.733,280,22,43,,
T,2022-12-09 07:27:16,40.96276500,-8.63506667,1.80,8.400,,4.034,283,21,43,,
T,2022-12-09 07:27:17,40.96277167,-8.63510667,1.80,8.200,,3.035,287,25,43,,
T,2022-12-09 07:27:18,40.96277667,-8.63513500,1.80,8.400,,1.971,294,25,43,,
T,2022-12-09 07:27:19,40.96277667,-8.63515667,1.90,8.400,,1.991,279,25,43,,
T,2022-12-09 07:27:20,40.96277000,-8.63518333,1.90,7.800,,2.357,264,24,43,,
T,2022-12-09 07:27:21,40.96276667,-8.63521167,1.90,7.800,,2.531,245,25,43,,
T,2022-12-09 07:27:22,40.96274167,-8.63522500,1.80,7.400,,2.801,225,28,43,,
T,2022-12-09 07:27:23,40.96271667,-8.63524500,1.80,7.100,,3.129,210,26,43,,
T,2022-12-09 07:27:24,40.96269333,-8.63525833,1.80,7.100,,2.000,192,27,43,,
T,2022-12-09 07:27:25,40.96267500,-8.63526500,1.80,7.200,,1.336,192,26,43,,
T,2022-12-09 07:27:26,40.96266167,-8.63527000,1.80,6.900,,1.680,192,26,43,,
T,2022-12-09 07:27:27,40.96264333,-8.63526833,1.70,7.800,,2.242,177,26,43,,
T,2022-12-09 07:27:28,40.96261500,-8.63526500,1.80,8.400,,3.371,179,25,43,,
T,2022-12-09 07:27:29,40.96257833,-8.63526167,1.80,9.300,,4.281,180,25,43,,
T,2022-12-09 07:27:30,40.96253500,-8.63526167,1.80,10.000,,4.282,179,25,43,,
T,2022-12-09 07:27:31,40.96249167,-8.63526500,1.70,10.400,,4.318,183,25,43,,
T,2022-12-09 07:27:32,40.96244500,-8.63527333,1.70,10.600,,4.821,191,25,43,,
T,2022-12-09 07:27:33,40.96239333,-8.63528833,1.70,10.800,,5.146,192,25,43,,
T,2022-12-09 07:27:34,40.96234333,-8.63530000,1.70,11.200,,5.010,187,25,43,,
T,2022-12-09 07:27:35,40.96229500,-8.63530500,1.60,11.800,,5.047,180,25,43,,
T,2022-12-09 07:27:36,40.96224833,-8.63530333,1.60,11.700,,4.823,177,26,43,,
T,2022-12-09 07:27:37,40.96220667,-8.63530167,1.60,11.800,,4.220,181,26,43,,
T,2022-12-09 07:27:38,40.96216833,-8.63530167,1.60,11.700,,4.191,181,26,43,,
T,2022-12-09 07:27:39,40.96213333,-8.63530333,1.50,11.700,,3.533,180,26,43,,
T,2022-12-09 07:27:40,40.96210667,-8.63530500,1.50,11.500,,2.289,178,26,43,,
T,2022-12-09 07:27:41,40.96209500,-8.63530667,1.50,11.500,,0.000,,28,43,,
T,2022-12-09 07:27:42,40.96209333,-8.63530667,1.50,11.500,,0.000,,28,43,,
T,2022-12-09 07:27:43,40.96209500,-8.63530667,1.50,11.200,,0.000,,26,43,,
T,2022-12-09 07:27:44,40.96209500,-8.63530667,1.50,11.200,,0.000,,26,43,,
T,2022-12-09 07:27:45,40.96209500,-8.63530667,1.50,11.200,,0.000,,26,43,,
T,2022-12-09 07:27:46,40.96209500,-8.63530667,1.60,11.200,,0.000,,26,43,,
T,2022-12-09 07:27:47,40.96209500,-8.63530667,1.60,11.200,,0.000,,26,43,,
T,2022-12-09 07:27:48,40.96209500,-8.63530667,1.60,11.200,,0.000,,26,43,,
T,2022-12-09 07:27:49,40.96209500,-8.63530667,1.60,11.200,,0.000,,26,43,,
T,2022-12-09 07:27:50,40.96209500,-8.63530667,1.60,11.200,,0.000,,28,43,,
T,2022-12-09 07:27:51,40.96209500,-8.63530667,1.60,11.200,,0.000,,29,43,,
T,2022-12-09 07:27:52,40.96209500,-8.63530667,1.60,11.200,,0.000,,29,43,,
