type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-12-09 13:09:25,40.94463167,-8.62221167,1.90,38.400,,12.770,157,25,42,,
T,2022-12-09 13:09:26,40.94452500,-8.62215333,1.90,38.900,,12.668,157,24,42,,
T,2022-12-09 13:09:27,40.94442167,-8.62208667,1.90,39.200,,12.548,157,24,42,,
T,2022-12-09 13:09:28,40.94432000,-8.62202500,1.90,39.700,,12.170,156,25,42,,
T,2022-12-09 13:09:29,40.94422167,-8.62195667,1.80,40.000,,12.357,156,23,42,,
T,2022-12-09 13:09:30,40.94412500,-8.62189500,1.80,40.500,,11.990,156,23,42,,
T,2022-12-09 13:09:31,40.94402500,-8.62183833,1.70,41.000,,12.141,157,24,42,,
T,2022-12-09 13:09:32,40.94392667,-8.62178000,1.70,40.600,,12.245,157,24,42,,
T,2022-12-09 13:09:33,40.94382667,-8.62172333,1.80,40.700,,12.227,156,24,42,,
T,2022-12-09 13:09:34,40.94372500,-8.62165833,1.80,40.900,,12.616,152,23,42,,
T,2022-12-09 13:09:35,40.94362833,-8.62157833,1.80,40.600,,12.986,147,23,42,,
T,2022-12-09 13:09:36,40.94353167,-8.62149167,1.80,40.400,,13.223,142,23,42,,
T,2022-12-09 13:09:37,40.94343667,-8.62139667,1.80,40.300,,13.570,138,23,42,,
T,2022-12-09 13:09:38,40.94334333,-8.62129667,1.80,40.100,,13.855,138,24,42,,
T,2022-12-09 13:09:39,40.94325000,-8.62119000,1.80,39.700,,13.704,139,25,42,,
T,2022-12-09 13:09:40,40.94315833,-8.62108167,1.70,39.300,,13.797,139,25,42,,
T,2022-12-09 13:09:41,40.94306333,-8.62097167,1.70,39.100,,13.891,139,25,42,,
T,2022-12-09 13:09:42,40.94297000,-8.62086167,1.70,39.100,,13.979,138,24,42,,
T,2022-12-09 13:09:43,40.94287667,-8.62075167,1.80,38.300,,13.984,139,23,42,,
T,2022-12-09 13:09:44,40.94278833,-8.62064500,1.70,37.600,,12.532,140,23,42,,
T,2022-12-09 13:09:45,40.94271667,-8.62055333,1.80,36.900,,10.412,136,23,42,,
T,2022-12-09 13:09:46,40.94265667,-8.62047500,1.70,36.200,,8.697,137,23,42,,
T,2022-12-09 13:09:47,40.94260167,-8.62040667,1.70,35.600,,8.215,135,23,42,,
T,2022-12-09 13:09:48,40.94254833,-8.62033000,1.70,35.100,,8.945,134,23,42,,
T,2022-12-09 13:09:49,40.94248667,-8.62024833,1.70,35.100,,10.090,137,23,42,,
T,2022-12-09 13:09:50,40.94241333,-8.62016000,1.60,34.800,,11.803,139,23,42,,
T,2022-12-09 13:09:51,40.94232667,-8.62006333,1.60,34.900,,13.088,139,23,42,,
T,2022-12-09 13:09:52,40.94223833,-8.61995833,1.60,35.000,,13.505,138,23,42,,
T,2022-12-09 13:09:53,40.94214667,-8.61985000,1.70,33.900,,14.117,138,23,42,,
T,2022-12-09 13:09:54,40.94205333,-8.61972833,1.80,33.200,,14.979,136,24,42,,
T,2022-12-09 13:09:55,40.94194833,-8.61960667,1.80,32.900,,15.807,138,24,42,,
T,2022-12-09 13:09:56,40.94184000,-8.61947833,1.80,32.300,,16.153,140,24,42,,
T,2022-12-09 13:09:57,40.94171833,-8.61936667,1.80,31.300,,16.301,142,23,42,,
T,2022-12-09 13:09:58,40.94159667,-8.61924667,1.80,30.800,,16.385,143,23,42,,
T,2022-12-09 13:09:59,40.94147833,-8.61912500,1.70,30.400,,16.505,143,23,42,,
T,2022-12-09 13:10:00,40.94135833,-8.61900167,1.70,29.500,,16.717,143,23,42,,
T,2022-12-09 13:10:01,40.94123500,-8.61887667,1.70,28.700,,17.310,143,23,42,,
T,2022-12-09 13:10:02,40.94110667,-8.61875333,1.70,28.000,,17.507,144,23,42,,
T,2022-12-09 13:10:03,40.94097833,-8.61863167,1.60,27.100,,17.659,145,24,42,,
T,2022-12-09 13:10:04,40.94083833,-8.61851667,1.60,26.000,,18.310,151,24,42,,
T,2022-12-09 13:10:05,40.94068000,-8.61842167,1.60,25.200,,18.271,158,24,42,,
T,2022-12-09 13:10:06,40.94050833,-8.61834667,1.60,24.200,,20.420,163,23,42,,
T,2022-12-09 13:10:07,40.94032500,-8.61828833,1.60,23.800,,21.186,168,24,42,,
T,2022-12-09 13:10:08,40.94013333,-8.61825167,1.60,22.900,,21.445,174,24,42,,
T,2022-12-09 13:10:09,40.93993500,-8.61824167,1.60,22.400,,21.901,179,24,42,,
T,2022-12-09 13:10:10,40.93973333,-8.61826000,1.50,22.300,,22.154,185,23,42,,
T,2022-12-09 13:10:11,40.93953167,-8.61829500,1.50,23.200,,22.503,187,22,42,,
T,2022-12-09 13:10:12,40.93933000,-8.61833000,1.50,23.400,,22.105,186,22,42,,
T,2022-12-09 13:10:13,40.93913000,-8.61836000,1.50,23.900,,21.977,186,21,42,,
T,2022-12-09 13:10:14,40.93893333,-8.61838000,1.60,24.500,,21.735,183,21,42,,
T,2022-12-09 13:10:15,40.93874000,-8.61838333,1.60,25.100,,21.299,179,22,42,,
T,2022-12-09 13:10:16,40.93855000,-8.61836167,1.60,25.800,,21.083,172,23,42,,
T,2022-12-09 13:10:17,40.93836500,-8.61831167,1.60,26.500,,20.731,163,22,42,,
T,2022-12-09 13:10:18,40.93819000,-8.61822667,1.60,28.000,,20.611,155,22,42,,
T,2022-12-09 13:10:19,40.93802667,-8.61812167,1.70,28.800,,20.295,152,23,42,,
T,2022-12-09 13:10:20,40.93787500,-8.61800167,1.70,29.600,,19.756,150,23,42,,
T,2022-12-09 13:10:21,40.93772333,-8.61788500,1.60,30.300,,19.438,150,24,42,,
T,2022-12-09 13:10:22,40.93757167,-8.61777167,1.60,31.100,,19.264,151,24,42,,
T,2022-12-09 13:10:23,40.93742000,-8.61766333,1.60,31.800,,18.881,151,24,42,,
T,2022-12-09 13:10:24,40.93727167,-8.61755333,1.50,32.800,,18.767,151,24,42,,
T,2022-12-09 13:10:25,40.93712833,-8.61744667,1.50,34.100,,17.997,150,24,42,,
T,2022-12-09 13:10:26,40.93698833,-8.61734333,1.50,35.800,,17.673,151,24,42,,
T,2022-12-09 13:10:27,40.93685000,-8.61724000,1.50,37.500,,17.479,151,24,42,,
T,2022-12-09 13:10:28,40.93671500,-8.61713833,1.50,39.000,,17.091,150,24,42,,
T,2022-12-09 13:10:29,40.93659167,-8.61704333,1.40,40.700,,14.296,150,24,42,,
T,2022-12-09 13:10:30,40.93649667,-8.61697167,1.50,42.300,,10.260,150,24,42,,
T,2022-12-09 13:10:31,40.93643667,-8.61692667,1.50,43.400,,6.327,149,24,42,,
T,2022-12-09 13:10:32,40.93640000,-8.61690000,1.50,44.300,,3.960,151,25,42,,
T,2022-12-09 13:10:33,40.93638333,-8.61688500,1.50,44.400,,2.242,147,25,42,,
T,2022-12-09 13:10:34,40.93636500,-8.61687000,1.50,44.400,,3.193,148,25,42,,
T,2022-12-09 13:10:35,40.93633667,-8.61684667,1.50,44.700,,4.796,149,25,42,,
T,2022-12-09 13:10:36,40.93629500,-8.61681833,1.40,44.600,,5.899,151,24,42,,
T,2022-12-09 13:10:37,40.93624333,-8.61678000,1.40,44.500,,7.137,150,24,42,,
T,2022-12-09 13:10:38,40.93618000,-8.61673667,1.40,44.700,,8.952,151,24,42,,
T,2022-12-09 13:10:39,40.93610333,-8.61668000,1.40,45.200,,10.669,151,25,42,,
T,2022-12-09 13:10:40,40.93602000,-8.61661833,1.40,45.900,,10.807,151,25,42,,
T,2022-12-09 13:10:41,40.93593167,-8.61655333,1.40,46.200,,12.042,150,25,42,,
T,2022-12-09 13:10:42,40.93583167,-8.61648000,1.40,46.200,,13.273,151,25,42,,
T,2022-12-09 13:10:43,40.93572333,-8.61639833,1.40,46.400,,14.547,150,25,42,,
T,2022-12-09 13:10:44,40.93561167,-8.61631167,1.40,46.500,,14.161,151,24,42,,
T,2022-12-09 13:10:45,40.93549833,-8.61622333,1.40,46.100,,15.218,151,24,42,,
T,2022-12-09 13:10:46,40.93537667,-8.61613333,1.40,46.300,,15.970,150,24,42,,
T,2022-12-09 13:10:47,40.93525000,-8.61604000,1.40,45.700,,16.066,151,24,42,,
T,2022-12-09 13:10:48,40.93512333,-8.61594500,1.40,45.400,,16.160,151,25,42,,
T,2022-12-09 13:10:49,40.93499333,-8.61585000,1.40,45.100,,16.418,150,24,42,,
T,2022-12-09 13:10:50,40.93486333,-8.61575333,1.40,44.800,,16.446,151,25,42,,
T,2022-12-09 13:10:51,40.93472833,-8.61566333,1.40,44.600,,16.534,154,26,42,,
T,2022-12-09 13:10:52,40.93458833,-8.61558833,1.50,44.800,,16.662,161,25,42,,
T,2022-12-09 13:10:53,40.93444000,-8.61554333,1.50,44.700,,16.702,170,25,42,,
T,2022-12-09 13:10:54,40.93428500,-8.61551500,1.50,45.200,,16.775,173,25,42,,
T,2022-12-09 13:10:55,40.93413000,-8.61549333,1.50,45.600,,16.825,173,25,42,,
T,2022-12-09 13:10:56,40.93397667,-8.61546833,1.50,46.400,,16.891,172,25,42,,
T,2022-12-09 13:10:57,40.93382167,-8.61544500,1.50,46.800,,17.513,173,25,42,,
T,2022-12-09 13:10:58,40.93366167,-8.61542167,1.50,47.300,,17.658,173,25,42,,
T,2022-12-09 13:10:59,40.93350167,-8.61539333,1.50,47.500,,17.907,172,26,42,,
T,2022-12-09 13:11:00,40.93334500,-8.61536500,1.50,47.700,,17.388,172,26,42,,
T,2022-12-09 13:11:01,40.93319000,-8.61534167,1.50,47.300,,16.938,174,26,42,,
T,2022-12-09 13:11:02,40.93303667,-8.61533500,1.50,47.000,,16.934,181,26,42,,
T,2022-12-09 13:11:03,40.93288667,-8.61535167,1.50,46.500,,16.918,188,25,42,,
T,2022-12-09 13:11:04,40.93273833,-8.61538333,1.50,45.900,,16.741,190,24,42,,
T,2022-12-09 13:11:05,40.93260000,-8.61542000,1.60,45.400,,16.532,190,24,42,,
T,2022-12-09 13:11:06,40.93246500,-8.61545500,1.60,44.900,,14.770,190,24,42,,
T,2022-12-09 13:11:07,40.93233333,-8.61548833,1.60,44.500,,14.870,191,24,42,,
T,2022-12-09 13:11:08,40.93220167,-8.61551667,1.70,43.900,,14.882,188,24,42,,
T,2022-12-09 13:11:09,40.93206667,-8.61554500,1.70,42.800,,15.389,190,24,42,,
T,2022-12-09 13:11:10,40.93193000,-8.61557833,1.60,41.400,,14.779,191,24,42,,
T,2022-12-09 13:11:11,40.93178833,-8.61561333,1.60,40.100,,16.139,189,25,42,,
T,2022-12-09 13:11:12,40.93164667,-8.61564833,1.60,39.500,,16.377,189,25,42,,
T,2022-12-09 13:11:13,40.93150500,-8.61567833,1.60,38.800,,16.184,190,25,42,,
T,2022-12-09 13:11:14,40.93136500,-8.61570667,1.60,37.800,,16.358,190,25,42,,
T,2022-12-09 13:11:15,40.93123333,-8.61573667,1.60,36.700,,14.697,190,24,42,,
T,2022-12-09 13:11:16,40.93110833,-8.61576667,1.60,35.900,,13.724,191,24,42,,
T,2022-12-09 13:11:17,40.93099000,-8.61579667,1.60,35.200,,13.298,190,24,42,,
T,2022-12-09 13:11:18,40.93087500,-8.61582500,1.60,34.600,,13.093,190,24,42,,
T,2022-12-09 13:11:19,40.93076167,-8.61585167,1.50,34.200,,12.607,189,24,42,,
T,2022-12-09 13:11:20,40.93065000,-8.61587833,1.50,34.000,,12.914,190,25,42,,
T,2022-12-09 13:11:21,40.93053500,-8.61590667,1.50,33.900,,13.066,190,25,42,,
T,2022-12-09 13:11:22,40.93041500,-8.61593667,1.50,34.000,,13.940,190,25,42,,
T,2022-12-09 13:11:23,40.93029000,-8.61596500,1.50,34.000,,14.272,190,25,42,,
T,2022-12-09 13:11:24,40.93016500,-8.61599500,1.50,33.700,,14.106,191,26,42,,
T,2022-12-09 13:11:25,40.93003833,-8.61602333,1.50,33.800,,14.120,189,25,42,,
T,2022-12-09 13:11:26,40.92991167,-8.61605000,1.50,34.400,,13.680,190,25,42,,
T,2022-12-09 13:11:27,40.92979000,-8.61607833,1.50,34.500,,13.951,189,25,42,,
T,2022-12-09 13:11:28,40.92966333,-8.61610500,1.50,35.100,,13.875,189,25,42,,
T,2022-12-09 13:11:29,40.92954167,-8.61613167,1.50,35.200,,13.410,190,25,42,,
T,2022-12-09 13:11:30,40.92942500,-8.61616167,1.50,34.800,,13.266,190,25,42,,
T,2022-12-09 13:11:31,40.92931000,-8.61619167,1.50,34.400,,12.887,190,25,42,,
T,2022-12-09 13:11:32,40.92919500,-8.61621833,1.50,33.900,,12.853,190,25,42,,
T,2022-12-09 13:11:33,40.92908167,-8.61624667,1.50,33.500,,12.762,190,25,42,,
T,2022-12-09 13:11:34,40.92897167,-8.61627333,1.50,32.900,,12.326,190,25,42,,
T,2022-12-09 13:11:35,40.92886500,-8.61629833,1.50,32.500,,11.830,190,25,42,,
T,2022-12-09 13:11:36,40.92876000,-8.61632167,1.50,32.500,,11.748,190,24,42,,
T,2022-12-09 13:11:37,40.92865500,-8.61634667,1.50,32.200,,11.735,190,25,42,,
T,2022-12-09 13:11:38,40.92855167,-8.61636833,1.50,32.200,,11.533,190,25,42,,
T,2022-12-09 13:11:39,40.92845167,-8.61639000,1.40,32.200,,11.294,190,25,42,,
T,2022-12-09 13:11:40,40.92835500,-8.61641167,1.40,31.800,,10.559,190,25,42,,
T,2022-12-09 13:11:41,40.92826833,-8.61643333,1.50,31.700,,9.240,190,26,42,,
T,2022-12-09 13:11:42,40.92818833,-8.61645500,1.50,31.400,,8.641,190,26,42,,
T,2022-12-09 13:11:43,40.92811500,-8.61647667,1.50,31.600,,8.359,191,27,42,,
T,2022-12-09 13:11:44,40.92804167,-8.61649000,1.60,31.400,,8.100,189,27,42,,
T,2022-12-09 13:11:45,40.92797167,-8.61650167,1.50,31.300,,7.681,189,26,42,,
T,2022-12-09 13:11:46,40.92791000,-8.61651500,1.50,31.100,,6.295,191,26,42,,
T,2022-12-09 13:11:47,40.92786333,-8.61652333,1.50,30.700,,4.535,189,27,42,,
T,2022-12-09 13:11:48,40.92783167,-8.61653000,1.50,30.500,,2.978,192,27,42,,
T,2022-12-09 13:11:49,40.92781500,-8.61653333,1.50,30.100,,1.655,191,27,42,,
T,2022-12-09 13:11:50,40.92780500,-8.61653333,1.50,30.100,,0.000,,26,42,,
T,2022-12-09 13:11:51,40.92780167,-8.61653333,1.50,30.100,,0.000,,23,42,,
T,2022-12-09 13:11:52,40.92780000,-8.61653333,1.50,30.200,,0.000,,23,42,,
T,2022-12-09 13:11:53,40.92780000,-8.61653333,1.50,30.200,,0.000,,23,42,,
T,2022-12-09 13:11:54,40.92780000,-8.61653333,1.50,30.200,,0.000,,22,42,,
T,2022-12-09 13:11:55,40.92780000,-8.61653333,1.10,30.200,,0.000,,22,42,,
T,2022-12-09 13:11:56,40.92780000,-8.61653333,1.00,30.200,,0.000,,22,42,,
T,2022-12-09 13:11:57,40.92780000,-8.61653333,1.00,30.200,,0.000,,22,42,,
T,2022-12-09 13:11:58,40.92780000,-8.61653333,1.00,30.200,,0.000,,22,42,,
T,2022-12-09 13:11:59,40.92780000,-8.61653333,1.00,30.200,,0.000,,22,42,,
T,2022-12-09 13:12:00,40.92780000,-8.61653333,1.00,30.200,,0.000,,22,42,,
T,2022-12-09 13:12:01,40.92780000,-8.61653333,1.00,30.200,,0.000,,22,42,,
T,2022-12-09 13:12:02,40.92780000,-8.61653333,0.90,30.200,,0.000,,22,42,,
T,2022-12-09 13:12:03,40.92780000,-8.61653333,1.00,30.200,,0.000,,21,42,,
T,2022-12-09 13:12:04,40.92780000,-8.61653333,1.00,30.200,,0.000,,22,42,,
T,2022-12-09 13:12:05,40.92780000,-8.61653333,1.00,30.200,,0.000,,22,42,,
T,2022-12-09 13:12:06,40.92780000,-8.61653333,1.00,30.200,,0.000,,23,42,,
T,2022-12-09 13:12:07,40.92778000,-8.61654167,1.30,30.400,,0.000,,23,42,,
T,2022-12-09 13:12:08,40.92774667,-8.61654667,1.30,30.600,,0.000,,23,42,,
T,2022-12-09 13:12:09,40.92770833,-8.61655500,1.40,30.500,,4.768,189,23,42,,
T,2022-12-09 13:12:10,40.92766667,-8.61656333,1.40,30.500,,4.540,189,22,42,,
T,2022-12-09 13:12:11,40.92763333,-8.61657167,1.40,30.600,,3.368,192,23,42,,
T,2022-12-09 13:12:12,40.92761000,-8.61657833,1.40,30.500,,2.062,192,23,42,,
T,2022-12-09 13:12:13,40.92759333,-8.61658500,1.40,31.000,,1.683,189,23,42,,
T,2022-12-09 13:12:14,40.92757500,-8.61659000,1.50,31.100,,1.658,178,23,42,,
T,2022-12-09 13:12:15,40.92755667,-8.61659500,1.50,31.400,,1.842,185,23,42,,
T,2022-12-09 13:12:16,40.92753667,-8.61660167,1.40,31.800,,2.032,193,23,42,,
T,2022-12-09 13:12:17,40.92751333,-8.61660833,1.50,32.000,,2.782,190,23,42,,
T,2022-12-09 13:12:18,40.92748000,-8.61661500,1.50,32.300,,4.286,185,23,42,,
T,2022-12-09 13:12:19,40.92744000,-8.61661167,1.50,32.400,,4.606,166,24,42,,
T,2022-12-09 13:12:20,40.92740500,-8.61658333,1.50,32.900,,4.750,140,25,42,,
T,2022-12-09 13:12:21,40.92738333,-8.61652500,1.60,33.200,,5.780,116,25,42,,
T,2022-12-09 13:12:22,40.92737000,-8.61643833,1.70,33.300,,7.082,101,25,42,,
T,2022-12-09 13:12:23,40.92737000,-8.61632167,1.70,33.400,,9.329,92,25,42,,
T,2022-12-09 13:12:24,40.92737667,-8.61618167,1.70,33.400,,11.325,87,25,42,,
T,2022-12-09 13:12:25,40.92738500,-8.61604333,1.70,33.600,,11.236,88,25,42,,
T,2022-12-09 13:12:26,40.92739000,-8.61589833,1.60,34.400,,11.889,88,24,42,,
T,2022-12-09 13:12:27,40.92739333,-8.61574833,1.60,35.100,,12.432,89,24,42,,
T,2022-12-09 13:12:28,40.92740000,-8.61559167,1.60,35.800,,12.920,89,24,42,,
T,2022-12-09 13:12:29,40.92740333,-8.61543500,1.60,36.700,,12.593,88,24,42,,
T,2022-12-09 13:12:30,40.92740667,-8.61528500,1.50,37.400,,12.078,89,24,42,,
T,2022-12-09 13:12:31,40.92740833,-8.61513667,1.60,38.200,,12.109,88,24,42,,
T,2022-12-09 13:12:32,40.92740833,-8.61498667,1.60,39.300,,12.354,89,25,42,,
T,2022-12-09 13:12:33,40.92741000,-8.61484000,1.60,40.000,,11.799,89,25,42,,
T,2022-12-09 13:12:34,40.92741000,-8.61470667,1.60,40.900,,10.514,89,27,42,,
T,2022-12-09 13:12:35,40.92741167,-8.61458500,1.60,41.900,,9.886,90,27,42,,
T,2022-12-09 13:12:36,40.92741333,-8.61447167,1.60,42.700,,9.259,89,27,42,,
T,2022-12-09 13:12:37,40.92741833,-8.61436333,1.50,43.600,,9.657,89,27,42,,
T,2022-12-09 13:12:38,40.92742167,-8.61424833,1.50,44.300,,9.693,89,27,42,,
T,2022-12-09 13:12:39,40.92741833,-8.61412500,1.50,45.100,,10.650,91,27,42,,
T,2022-12-09 13:12:40,40.92741500,-8.61399667,1.50,45.400,,10.492,91,27,42,,
T,2022-12-09 13:12:41,40.92741333,-8.61387167,1.50,45.600,,10.915,91,27,42,,
T,2022-12-09 13:12:42,40.92741333,-8.61373833,1.50,45.900,,11.455,90,27,42,,
T,2022-12-09 13:12:43,40.92741333,-8.61360000,1.50,46.700,,12.131,89,27,42,,
T,2022-12-09 13:12:44,40.92741333,-8.61345333,1.50,47.200,,12.510,91,27,42,,
T,2022-12-09 13:12:45,40.92741500,-8.61330167,1.50,47.500,,13.407,89,27,42,,
T,2022-12-09 13:12:46,40.92741833,-8.61314000,1.50,47.900,,14.058,89,26,42,,
T,2022-12-09 13:12:47,40.92742167,-8.61297000,1.50,48.000,,14.720,89,26,42,,
T,2022-12-09 13:12:48,40.92742500,-8.61279000,1.50,48.800,,15.096,88,26,42,,
T,2022-12-09 13:12:49,40.92742833,-8.61260667,1.60,49.200,,15.711,89,26,42,,
T,2022-12-09 13:12:50,40.92743333,-8.61241667,1.60,49.800,,15.267,88,26,42,,
T,2022-12-09 13:12:51,40.92744000,-8.61223667,1.70,50.200,,15.724,88,26,42,,
T,2022-12-09 13:12:52,40.92744333,-8.61205667,1.60,50.200,,14.497,89,26,42,,
T,2022-12-09 13:12:53,40.92744333,-8.61188333,1.60,50.600,,14.132,89,26,42,,
T,2022-12-09 13:12:54,40.92744667,-8.61171667,1.50,50.900,,13.788,89,26,42,,
T,2022-12-09 13:12:55,40.92744833,-8.61155167,1.50,51.300,,13.820,88,26,42,,
T,2022-12-09 13:12:56,40.92745167,-8.61138500,1.50,51.700,,13.613,87,27,42,,
T,2022-12-09 13:12:57,40.92745833,-8.61121500,1.50,52.200,,14.770,86,27,42,,
T,2022-12-09 13:12:58,40.92746667,-8.61104000,1.50,52.400,,15.122,84,27,42,,
T,2022-12-09 13:12:59,40.92748000,-8.61086000,1.50,52.900,,15.361,83,27,42,,
T,2022-12-09 13:13:00,40.92749500,-8.61068000,1.40,53.700,,15.350,82,27,42,,
T,2022-12-09 13:13:01,40.92751667,-8.61050667,1.40,54.300,,15.583,79,26,42,,
T,2022-12-09 13:13:02,40.92754333,-8.61033333,1.40,54.900,,15.727,77,26,42,,
T,2022-12-09 13:13:03,40.92757500,-8.61016167,1.50,55.600,,15.655,76,26,42,,
T,2022-12-09 13:13:04,40.92761000,-8.60999333,1.60,55.900,,14.774,74,27,42,,
T,2022-12-09 13:13:05,40.92764833,-8.60982333,1.60,56.500,,14.513,73,25,42,,
T,2022-12-09 13:13:06,40.92768833,-8.60966167,1.60,56.900,,14.738,72,27,42,,
T,2022-12-09 13:13:07,40.92773000,-8.60950333,1.60,57.700,,13.725,72,27,42,,
T,2022-12-09 13:13:08,40.92777000,-8.60934833,1.60,58.300,,13.635,71,27,42,,
T,2022-12-09 13:13:09,40.92781167,-8.60919333,1.60,59.000,,13.642,71,27,42,,
T,2022-12-09 13:13:10,40.92785000,-8.60903667,1.60,59.600,,13.821,73,27,42,,
T,2022-12-09 13:13:11,40.92789333,-8.60887667,1.60,60.400,,14.276,72,27,42,,
T,2022-12-09 13:13:12,40.92793500,-8.60871667,1.50,61.300,,14.467,72,27,42,,
T,2022-12-09 13:13:13,40.92797667,-8.60855167,1.50,61.700,,14.500,72,26,42,,
T,2022-12-09 13:13:14,40.92801500,-8.60838833,1.50,62.200,,14.511,72,26,42,,
T,2022-12-09 13:13:15,40.92805667,-8.60822500,1.50,62.800,,14.599,72,27,42,,
T,2022-12-09 13:13:16,40.92809833,-8.60805833,1.50,63.000,,14.499,71,27,42,,
T,2022-12-09 13:13:17,40.92814000,-8.60789333,1.50,63.500,,14.590,72,25,42,,
T,2022-12-09 13:13:18,40.92818000,-8.60772500,1.50,64.100,,14.608,73,25,42,,
T,2022-12-09 13:13:19,40.92821667,-8.60755000,1.50,65.000,,15.335,74,26,42,,
T,2022-12-09 13:13:20,40.92825333,-8.60737333,1.50,65.900,,15.480,77,27,42,,
T,2022-12-09 13:13:21,40.92828167,-8.60719167,1.50,66.900,,15.731,80,27,42,,
T,2022-12-09 13:13:22,40.92830500,-8.60700500,1.50,67.500,,16.013,83,27,42,,
T,2022-12-09 13:13:23,40.92832000,-8.60681333,1.50,68.300,,16.371,86,27,42,,
T,2022-12-09 13:13:24,40.92832500,-8.60662167,1.50,69.100,,15.907,90,27,42,,
T,2022-12-09 13:13:25,40.92831667,-8.60643500,1.50,70.200,,16.197,94,26,42,,
T,2022-12-09 13:13:26,40.92830667,-8.60625000,1.60,71.200,,15.643,95,26,42,,
T,2022-12-09 13:13:27,40.92829167,-8.60606333,1.60,72.300,,15.806,96,26,42,,
T,2022-12-09 13:13:28,40.92827333,-8.60587833,1.60,73.600,,15.639,97,24,42,,
T,2022-12-09 13:13:29,40.92825667,-8.60569833,1.70,75.100,,15.317,97,24,42,,
T,2022-12-09 13:13:30,40.92823667,-8.60552500,1.70,76.500,,14.536,99,24,42,,
T,2022-12-09 13:13:31,40.92821667,-8.60535667,1.70,77.100,,14.136,97,25,42,,
T,2022-12-09 13:13:32,40.92820000,-8.60519167,1.80,77.500,,14.106,98,25,42,,
T,2022-12-09 13:13:33,40.92818167,-8.60502667,1.80,78.100,,13.949,98,25,42,,
T,2022-12-09 13:13:34,40.92816500,-8.60485833,1.70,78.400,,13.840,96,25,42,,
T,2022-12-09 13:13:35,40.92814667,-8.60468833,1.70,78.900,,14.148,97,25,42,,
T,2022-12-09 13:13:36,40.92812667,-8.60451500,1.70,79.200,,14.572,98,25,42,,
T,2022-12-09 13:13:37,40.92810500,-8.60433833,1.70,79.300,,14.443,98,26,42,,
T,2022-12-09 13:13:38,40.92808833,-8.60416333,1.60,80.000,,14.264,98,26,42,,
T,2022-12-09 13:13:39,40.92807167,-8.60399833,1.60,80.700,,13.692,98,26,42,,
T,2022-12-09 13:13:40,40.92805333,-8.60384167,1.60,81.200,,13.263,99,26,42,,
T,2022-12-09 13:13:41,40.92803833,-8.60368833,1.60,82.200,,13.227,98,25,42,,
T,2022-12-09 13:13:42,40.92802167,-8.60352833,1.50,83.500,,13.516,97,25,42,,
T,2022-12-09 13:13:43,40.92800667,-8.60336667,1.50,84.800,,13.889,97,25,42,,
T,2022-12-09 13:13:44,40.92799000,-8.60320167,1.50,85.800,,14.239,98,25,42,,
T,2022-12-09 13:13:45,40.92797167,-8.60303000,1.50,86.500,,14.472,98,24,43,,
T,2022-12-09 13:13:46,40.92795167,-8.60285667,1.50,87.200,,14.845,98,26,43,,
T,2022-12-09 13:13:47,40.92793167,-8.60267833,1.40,88.100,,15.259,98,26,43,,
T,2022-12-09 13:13:48,40.92791167,-8.60249500,1.40,88.400,,15.958,98,26,43,,
T,2022-12-09 13:13:49,40.92789000,-8.60230667,1.40,88.700,,16.489,99,26,43,,
T,2022-12-09 13:13:50,40.92786833,-8.60211333,1.40,89.000,,16.875,98,26,43,,
T,2022-12-09 13:13:51,40.92784667,-8.60191667,1.40,88.900,,17.112,98,25,43,,
T,2022-12-09 13:13:52,40.92782667,-8.60171667,1.40,89.100,,17.143,98,25,43,,
T,2022-12-09 13:13:53,40.92780833,-8.60151667,1.60,89.500,,17.106,96,26,43,,
T,2022-12-09 13:13:54,40.92778833,-8.60131167,1.70,89.500,,17.384,98,24,43,,
T,2022-12-09 13:13:55,40.92776833,-8.60109833,1.70,89.400,,17.502,98,24,43,,
T,2022-12-09 13:13:56,40.92774500,-8.60087167,1.70,89.500,,20.181,98,24,43,,
T,2022-12-09 13:13:57,40.92771833,-8.60062500,1.60,88.900,,21.422,98,24,43,,
T,2022-12-09 13:13:58,40.92769333,-8.60036667,1.60,88.100,,22.175,97,25,43,,
T,2022-12-09 13:13:59,40.92766833,-8.60009833,1.60,87.200,,23.198,97,23,43,,
T,2022-12-09 13:14:00,40.92764000,-8.59981667,1.60,87.100,,24.097,97,23,43,,
T,2022-12-09 13:14:01,40.92761167,-8.59953000,1.60,86.800,,24.415,98,24,43,,
T,2022-12-09 13:14:02,40.92758167,-8.59923667,1.70,86.200,,25.272,98,22,43,,
T,2022-12-09 13:14:03,40.92755167,-8.59893500,1.70,85.400,,26.006,98,22,43,,
T,2022-12-09 13:14:04,40.92752167,-8.59862667,1.70,84.800,,26.496,98,22,43,,
T,2022-12-09 13:14:05,40.92749000,-8.59831167,1.70,84.700,,26.920,98,23,43,,
T,2022-12-09 13:14:06,40.92745333,-8.59799333,1.60,85.000,,27.224,98,24,43,,
T,2022-12-09 13:14:07,40.92741667,-8.59767167,1.60,85.100,,27.399,98,23,43,,
T,2022-12-09 13:14:08,40.92737833,-8.59735167,1.60,85.300,,27.285,99,24,43,,
